PMCID,PMID,doi,year,title,journal,topic,file,license
PMC10910973,38455903,10.3389/fepid.2023.1229718,2023.0,State-level public health preparedness indices as predictors of COVID-19 mortality outcomes: results from the United States of America in 2020.,Frontiers in epidemiology,Infectious,oa_package/5d/f2/PMC10910973.tar.gz,CC BY
PMC9178840,35676692,10.1186/s12936-022-04201-x,2022.0,"Global water quality changes posing threat of increasing infectious diseases, a case study on malaria vector Anopheles stephensi coping with the water pollutants using age-stage, two-sex life table method.",Malaria journal,Infectious,oa_package/e7/5b/PMC9178840.tar.gz,CC BY
PMC9724199,36483099,10.5501/wjv.v11.i6.496,2022.0,Global challenge with the SARS-CoV-2 omicron BA.2 (B.1.1.529.2) subvariant: Should we be concerned?,World journal of virology,Infectious,oa_package/fb/3a/PMC9724199.tar.gz,CC BY-NC
PMC7674042,32967849,10.1128/AAC.02017-20,2020.0,Favipiravir and the Need for Early Ambulatory Treatment of SARS-CoV-2 Infection (COVID-19).,Antimicrobial agents and chemotherapy,Infectious,oa_package/ae/85/PMC7674042.tar.gz,NO-CC CODE
PMC9611109,36298862,10.3390/v14102307,2022.0,"Phylogenetic Characterization of HIV-1 Sub-Subtype A1 in Karachi, Pakistan.",Viruses,Infectious,oa_package/9c/5d/PMC9611109.tar.gz,CC BY
PMC7413557,32614828,10.1371/journal.pntd.0008296,2020.0,"Identifying thresholds for classifying moderate-to-heavy soil-transmitted helminth intensity infections for FECPAKG2, McMaster, Mini-FLOTAC and qPCR.",PLoS neglected tropical diseases,Infectious,oa_package/36/4b/PMC7413557.tar.gz,CC BY
PMC9842620,36872195,10.1016/j.mayocp.2022.12.018,2023.0,Estradiol and Dihydrotestosterone Levels in COVID-19 Patients.,Mayo Clinic proceedings,Infectious,oa_package/47/6f/PMC9842620.tar.gz,NO-CC CODE
PMC10783783,38206914,10.1371/journal.pone.0288297,2024.0,Exploring the mechanisms between socio-economic status and health: Mediating roles of health-related behaviors before and during COVID-19.,PloS one,Infectious,oa_package/03/59/PMC10783783.tar.gz,CC BY
PMC10835839,38302946,10.1186/s12889-024-17822-5,2024.0,Acute and persistent symptoms of COVID-19 infection in school-aged children: a retrospective study from China.,BMC public health,Infectious,oa_package/df/07/PMC10835839.tar.gz,CC BY
PMC11792546,39688428,10.1128/spectrum.02277-24,2024.0,Protease shaving of Mycobacterium tuberculosis facilitates vaccine antigen discovery and delivery of novel cargoes to the Mtb surface.,Microbiology spectrum,Infectious,oa_package/44/53/PMC11792546.tar.gz,CC BY
PMC10906206,38416555,10.1097/QAD.0000000000003809,2024.0,Trends in HIV preexposure prophylaxis utilization and spending among individuals with commercial insurance.,"AIDS (London, England)",Infectious,oa_package/e3/bd/PMC10906206.tar.gz,CC BY-NC-ND
PMC10377911,37510110,10.3390/diagnostics13142366,2023.0,Pentraxin-3 and Other Inflammatory Markers for an Infected Diabetic Foot Ulcer Diagnosis: A Prospective Study.,"Diagnostics (Basel, Switzerland)",Infectious,oa_package/2d/d0/PMC10377911.tar.gz,CC BY
PMC10402036,37546738,10.1101/2023.07.25.550460,2023.0,Non-neutralizing SARS-CoV-2 N-terminal domain antibodies protect mice against severe disease using Fc-mediated effector functions.,bioRxiv : the preprint server for biology,Infectious,oa_package/24/84/PMC10402036.tar.gz,CC BY
PMC8036276,33808062,10.3390/ijms22073554,2021.0,MicroRNA Interference in Hepatic Host-Pathogen Interactions.,International journal of molecular sciences,Infectious,oa_package/14/e4/PMC8036276.tar.gz,CC BY
PMC8833646,35158662,10.3390/ani12030338,2022.0,Molecular Detection of Avipoxvirus in Wild Birds in Central Italy.,Animals : an open access journal from MDPI,Infectious,oa_package/73/c8/PMC8833646.tar.gz,CC BY
PMC6175860,30297723,10.1038/s41598-018-33264-7,2018.0,Chromosome replication as a measure of bacterial growth rate during Escherichia coli infection in the mouse peritonitis model.,Scientific reports,Infectious,oa_package/04/4d/PMC6175860.tar.gz,CC BY
PMC7774160,33120619,10.4103/ijo.IJO_2258_20,2020.0,Corneal transplantation and eye banking practices during COVID-19-related lockdown period in India from a network of tertiary eye care centers.,Indian journal of ophthalmology,Infectious,oa_package/4b/d9/PMC7774160.tar.gz,CC BY-NC-SA
PMC10141379,37112757,10.3390/vaccines11040845,2023.0,Long-Term Follow-Up after Adoptive Transfer of BK-Virus-Specific T Cells in Hematopoietic Stem Cell Transplant Recipients.,Vaccines,Infectious,oa_package/a9/ed/PMC10141379.tar.gz,CC BY
PMC9161689,35871946,10.1016/j.clnesp.2022.05.021,2022.0,Experiences of the COVID-19 pandemic: A survey of patients on home parenteral nutrition.,Clinical nutrition ESPEN,Infectious,oa_package/de/e5/PMC9161689.tar.gz,NO-CC CODE
PMC7643160,33149152,10.1038/s41467-020-19384-7,2020.0,An ambruticin-sensing complex modulates Myxococcus xanthus development and mediates myxobacterial interspecies communication.,Nature communications,Infectious,oa_package/b2/07/PMC7643160.tar.gz,CC BY
PMC8391524,34442156,10.3390/healthcare9081019,2021.0,"A Blockchain and Artificial Intelligence-Based, Patient-Centric Healthcare System for Combating the COVID-19 Pandemic: Opportunities and Applications.","Healthcare (Basel, Switzerland)",Infectious,oa_package/47/e6/PMC8391524.tar.gz,CC BY
PMC10219159,37240497,10.3390/jcm12103390,2023.0,Local Gentamicin Fixation with Sprayed Fibrin-An In Vivo Animal Study Reveals New Options to Treat Soft Tissue Infections.,Journal of clinical medicine,Infectious,oa_package/5e/de/PMC10219159.tar.gz,CC BY
PMC11664783,39720483,10.15420/usc.2021.05,2021.0,Door-to-balloon Time for ST-elevation MI in the Coronavirus Disease 2019 Era.,US cardiology,Infectious,oa_package/85/15/PMC11664783.tar.gz,CC BY-NC
PMC9178580,35698525,10.14202/vetworld.2022.1121-1128,2022.0,"First study on molecular detection of three major canine tick-borne pathogens in subclinically infected dogs in Chiang Mai, Thailand.",Veterinary world,Infectious,oa_package/d8/03/PMC9178580.tar.gz,CC BY
PMC11902985,40068080,10.1097/MD.0000000000041583,2025.0,Addressing post-COVID-19 musculoskeletal symptoms through pulmonary rehabilitation with an evidence-based eHealth education tool: Preliminary results from a pilot randomized controlled clinical trial.,Medicine,Infectious,oa_package/29/b4/PMC11902985.tar.gz,CC BY-NC
PMC9916478,36768584,10.3390/ijms24032262,2023.0,Shedding Light on the Pathogenesis of Splanchnic Vein Thrombosis.,International journal of molecular sciences,Infectious,oa_package/c1/ca/PMC9916478.tar.gz,CC BY
PMC6066780,29482996,10.1016/j.bjm.2017.01.014,2018.0,Enterobacterial repetitive intergenic consensus (ERIC)-PCR analysis as a reliable evidence for suspected Shigella spp. outbreaks.,Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],Infectious,oa_package/14/0e/PMC6066780.tar.gz,CC BY-NC-ND
PMC11730074,39673695,10.1093/jimb/kuae051,2024.0,"Bacteria-powered self-healing concrete: Breakthroughs, challenges, and future prospects.",Journal of industrial microbiology & biotechnology,Infectious,oa_package/87/f0/PMC11730074.tar.gz,CC BY-NC-ND
PMC8592074,34803562,10.1007/s11298-021-2212-y,2021.0,Asthma in der COVID-19-Pandemie.,"CME (Berlin, Germany)",Infectious,oa_package/0f/36/PMC8592074.tar.gz,NO-CC CODE
PMC7665714,33284318,10.1093/ptj/pzaa193,2021.0,Evaluation of Pragmatic Telehealth Physical Therapy Implementation During the COVID-19 Pandemic.,Physical therapy,Infectious,oa_package/9e/bb/PMC7665714.tar.gz,NO-CC CODE
PMC9260159,35815191,10.3892/br.2022.1552,2022.0,Systematic review of the effect of D-mannose with or without other drugs in the treatment of symptoms of urinary tract infections/cystitis (Review).,Biomedical reports,Infectious,oa_package/3b/68/PMC9260159.tar.gz,CC BY-NC-ND
PMC7846204,33607456,10.1016/j.jstrokecerebrovasdis.2021.105642,2021.0,Adaptive Approach to Endovascular Management of Large Vessel Occlusion During the COVID-19 Pandemic.,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,Infectious,oa_package/ff/f5/PMC7846204.tar.gz,NO-CC CODE
PMC9349033,35932641,10.1016/j.ebiom.2022.104196,2022.0,Replicating RNA platform enables rapid response to the SARS-CoV-2 Omicron variant and elicits enhanced protection in naïve hamsters compared to ancestral vaccine.,EBioMedicine,Infectious,oa_package/5f/c9/PMC9349033.tar.gz,CC BY
PMC8104279,34032816,10.2196/21069,2021.0,"COVID-19 and Cybersecurity: Finally, an Opportunity to Disrupt?",JMIRx med,Infectious,oa_package/20/6c/PMC8104279.tar.gz,CC BY
PMC7338601,32695683,10.3389/fcimb.2020.00364,2020.0,Immune Parameters and COVID-19 Infection - Associations With Clinical Severity and Disease Prognosis.,Frontiers in cellular and infection microbiology,Infectious,oa_package/10/ce/PMC7338601.tar.gz,CC BY
PMC9180037,35681536,10.3390/cells11111841,2022.0,"Inhibition of Adipose Tissue Beiging by HIV Integrase Inhibitors, Dolutegravir and Bictegravir, Is Associated with Adipocyte Hypertrophy, Hypoxia, Elevated Fibrosis, and Insulin Resistance in Simian Adipose Tissue and Human Adipocytes.",Cells,Infectious,oa_package/b8/ae/PMC9180037.tar.gz,CC BY
PMC10694638,38053835,10.5702/massspectrometry.A0136,2023.0,25 Years Responding to Respiratory and Other Viruses with Mass Spectrometry.,"Mass spectrometry (Tokyo, Japan)",Infectious,oa_package/62/22/PMC10694638.tar.gz,CC BY-NC-ND
PMC9505157,36146814,10.3390/v14092008,2022.0,Evolution of Swine Influenza Virus H3N2 in Vaccinated and Nonvaccinated Pigs after Previous Natural H1N1 Infection.,Viruses,Infectious,oa_package/26/79/PMC9505157.tar.gz,CC BY
PMC6200921,30405547,10.3389/fmicb.2018.02456,2018.0,The Biogeographical Distribution of Soil Bacterial Communities in the Loess Plateau as Revealed by High-Throughput Sequencing.,Frontiers in microbiology,Infectious,oa_package/38/cc/PMC6200921.tar.gz,CC BY
PMC9946723,36852230,10.1016/j.nmni.2023.101105,2023.0,Bibliometric analysis reveals the Mediterranean diet can benefit against coronavirus disease 2019.,New microbes and new infections,Infectious,oa_package/30/12/PMC9946723.tar.gz,CC BY-NC-ND
PMC9407927,36011912,10.3390/ijerph191610279,2022.0,Mental Distress during the COVID-19 Pandemic: A Cross-Sectional Study of Women Receiving the Comprehensive Social Security Allowance in Hong Kong.,International journal of environmental research and public health,Infectious,oa_package/6a/31/PMC9407927.tar.gz,CC BY
PMC11117975,38785944,10.3390/biom14050537,2024.0,Glycosylation Modulation Dictates Trafficking and Interaction of SARS-CoV-2 S1 Subunit and ACE2 in Intestinal Epithelial Caco-2 Cells.,Biomolecules,Infectious,oa_package/7d/fe/PMC11117975.tar.gz,CC BY
PMC10671138,37998288,10.3390/ijerph20227057,2023.0,Risk Factors for the Impairment of Ambulation in Older People Hospitalized with COVID-19: A Retrospective Cohort Study.,International journal of environmental research and public health,Infectious,oa_package/19/65/PMC10671138.tar.gz,CC BY
PMC7578441,33090358,10.1007/s10803-020-04760-5,2020.0,Perceptions of Families of Individuals with Autism Spectrum Disorder during the COVID-19 Crisis.,Journal of autism and developmental disorders,Infectious,oa_package/f9/6d/PMC7578441.tar.gz,NO-CC CODE
PMC7472227,32752131,10.3390/v12080842,2020.0,Rendezvous at Plasma Membrane: Cellular Lipids and tRNA Set up Sites of HIV-1 Particle Assembly and Incorporation of Host Transmembrane Proteins.,Viruses,Infectious,oa_package/71/a4/PMC7472227.tar.gz,CC BY
PMC9980238,36865304,10.1101/2023.02.15.23286012,2023.0,Excess burden of respiratory and abdominal conditions following COVID-19 infections during the ancestral and Delta variant periods in the United States: An EHR-based cohort study from the RECOVER Program.,medRxiv : the preprint server for health sciences,Infectious,oa_package/85/bd/PMC9980238.tar.gz,CC BY
PMC10470790,37449844,10.1128/mbio.01129-23,2023.0,Systemic host inflammation induces stage-specific transcriptomic modification and slower maturation in malaria parasites.,mBio,Infectious,oa_package/96/44/PMC10470790.tar.gz,CC BY
PMC9098342,35572163,10.1155/2022/3726423,2022.0,"Knowledge, Attitude, Practices, and Associated Factor towards Hepatitis B Virus Infection among Health Care Professionals at Tibebe Ghion Specialized Hospital, Bahir Dar, Northwest Ethiopia, 2021: A Cross Sectional Study.",International journal of hepatology,Infectious,oa_package/1b/f9/PMC9098342.tar.gz,CC BY
PMC11436652,39333473,10.1038/s41467-024-52194-9,2024.0,Predicting COVID-19 booster immunogenicity against future SARS-CoV-2 variants and the benefits of vaccine updates.,Nature communications,Infectious,oa_package/18/ca/PMC11436652.tar.gz,CC BY
PMC7471009,32878935,10.1128/mSphere.00741-20,2020.0,Failure To Detect Prion Infectivity in Ticks following Prion-Infected Blood Meal.,mSphere,Infectious,oa_package/67/a3/PMC7471009.tar.gz,CC BY
PMC8439963,34531695,10.2147/AMEP.S336118,2021.0,"A Response to ""Changing Student Perception of an Online Integrated Structured Clinical Examination During the COVID-19 Pandemic"" [Letter].",Advances in medical education and practice,Infectious,oa_package/af/98/PMC8439963.tar.gz,CC BY-NC
PMC10080098,37033176,10.3389/fped.2023.1112881,2023.0,Lung ultrasound in children and adolescents with long-term effects of COVID-19: Initial results.,Frontiers in pediatrics,Infectious,oa_package/0c/d2/PMC10080098.tar.gz,CC BY
PMC7479536,32944087,10.15420/ecr.2020.24,2020.0,Anticoagulant Therapy for Patients with Coronavirus Disease 2019: Urgent Need for Enhanced Awareness.,European cardiology,Infectious,oa_package/ea/4c/PMC7479536.tar.gz,CC BY-NC
PMC7376034,32699272,10.1038/s41598-020-68720-w,2020.0,Genetic characteristics and pathogenesis of H5 low pathogenic avian influenza viruses from wild birds and domestic ducks in South Korea.,Scientific reports,Infectious,oa_package/fa/87/PMC7376034.tar.gz,CC BY
PMC9088480,35258122,10.1002/JLB.5COVA0721-392RR,2022.0,Characterization of memory T cell subsets and common γ-chain cytokines in convalescent COVID-19 individuals.,Journal of leukocyte biology,Infectious,oa_package/4f/e0/PMC9088480.tar.gz,CC BY-NC
PMC8146488,33922224,10.3390/microorganisms9050896,2021.0,The Impact of Pine Wood Nematode Infection on the Host Fungal Community.,Microorganisms,Infectious,oa_package/38/5e/PMC8146488.tar.gz,CC BY
PMC8576301,34751370,10.1093/eurpub/ckab154,2021.0,Early warning indicators of COVID-19 burden for a prosilient European pandemic response.,European journal of public health,Infectious,oa_package/09/77/PMC8576301.tar.gz,CC BY-NC
PMC8752862,35017666,10.1038/s42003-021-02962-w,2022.0,UVC inactivation of pathogenic samples suitable for cryo-EM analysis.,Communications biology,Infectious,oa_package/4a/41/PMC8752862.tar.gz,CC BY
PMC9611416,36298614,10.3390/vaccines10101749,2022.0,Social Environmental Predictors of COVID-19 Vaccine Hesitancy in India: A Population-Based Survey.,Vaccines,Infectious,oa_package/27/55/PMC9611416.tar.gz,CC BY
PMC7033647,32117091,10.3389/fmicb.2020.00024,2020.0,The E3 Ubiquitin Ligase SIAH1 Targets MyD88 for Proteasomal Degradation During Dengue Virus Infection.,Frontiers in microbiology,Infectious,oa_package/15/97/PMC7033647.tar.gz,CC BY
PMC10503425,37646750,10.1590/1984-0462/2024/42/2022215,2023.0,"Evaluation of Severe Acute Respiratory Syndrome surveillance caused by respiratory viruses in a pediatric unit, 2013 to 2019.",Revista paulista de pediatria : orgao oficial da Sociedade de Pediatria de Sao Paulo,Infectious,oa_package/d8/31/PMC10503425.tar.gz,CC BY
PMC8970530,35372211,10.3389/fpubh.2022.808626,2022.0,Spoligotyping of Clinical Isolates of Mycobacterium tuberculosis Complex Species in the Oromia Region of Ethiopia.,Frontiers in public health,Infectious,oa_package/af/1c/PMC8970530.tar.gz,CC BY
PMC10779115,38203637,10.3390/ijms25010466,2023.0,Statins-From Fungi to Pharmacy.,International journal of molecular sciences,Infectious,oa_package/b9/66/PMC10779115.tar.gz,CC BY
PMC7938126,33732071,10.1016/j.sjbs.2020.12.036,2020.0,Silver nanoparticles synthesized by Nigrospora oryzae showed antifungal activity.,Saudi journal of biological sciences,Infectious,oa_package/37/d6/PMC7938126.tar.gz,CC BY-NC-ND
PMC11080305,38724928,10.1186/s12872-024-03882-3,2024.0,Factors predicting self-care behavior of cardiovascular patients during the COVID-19 epidemic.,BMC cardiovascular disorders,Infectious,oa_package/61/43/PMC11080305.tar.gz,CC BY
PMC6820657,31695994,10.7759/cureus.5575,2019.0,Secondary Aortoduodenal Fistula Presenting as Gastrointestinal Bleeding and Fungemia.,Cureus,Infectious,oa_package/da/c1/PMC6820657.tar.gz,CC BY
PMC7603479,33127920,10.1038/s41522-020-00157-5,2020.0,Bio-priming with a hypovirulent phytopathogenic fungus enhances the connection and strength of microbial interaction network in rapeseed.,NPJ biofilms and microbiomes,Infectious,oa_package/3f/5b/PMC7603479.tar.gz,CC BY
PMC8826726,35138171,10.1128/spectrum.02577-21,2022.0,Selective Toxicity of Secondary Metabolites from the Entomopathogenic Bacterium Photorhabdus luminescens sonorensis against Selected Plant Parasitic Nematodes of the Tylenchina Suborder.,Microbiology spectrum,Infectious,oa_package/48/39/PMC8826726.tar.gz,CC BY
